ID;Name;Latitude / Longitude;Adresse;Storetype;;;
5661961116;SOTEC GmbH;6.830688/51.188667;Werstener Dorfstraﬂe 177;stationery;;;
695747047;Style your hair by Senjuel;6.874140/51.164658;Hauptstraﬂe 37;hairdresser;;;
2312799066;Stehcaf√©;6.802024/51.212071;None None;kiosk;;;
5662026254;Euromaster;6.880681/51.168369;Kleinstraﬂe 1;car_repair;;;
695747142;Tabak-Bˆrse;6.874112/51.164907;Hauptstraﬂe 43;newsagent;;;
1614616153;Talamini;6.801389/51.238666;Rethelstraﬂe 170;ice_cream;;;
5049560561;Cycles;6.782489/51.200859;Himmelgeister Straﬂe 66;bicycle;;;
5695465423;Riegel Interior;6.781182/51.236261;Duisburger Straﬂe 24;furniture;;;
2312949730;D¸ssel-Sport Helmreich;6.807349/51.212648;Heerstraﬂe 4;sports;;;
5696957722;Oliver Schmidt Moden;6.778677/51.237754;Kaiserswerther Straﬂe 10;clothes;;;
695747164;Kamps;6.874107/51.165004;Hauptstraﬂe 43;bakery;;;
1614616179;Tchibo;6.801661/51.238416;Rethelstraﬂe 167;coffee;;;
5060973528;Dampfkˆnig24;6.814955/51.191957;Kˆlner Landstraﬂe 115;e-cigarette;;;
2329062708;Motorrad Pfeiffer,Motorrad B¸rger GmbH;6.803882/51.222464;Erkrather Straﬂe 84;motorcycle;;;
5076272343;Autotechnik J¸rgen Klein;6.800333/51.217249;Eisenstraﬂe 82;car_repair;;;
5696981771;B‰ckerei Konditorei Glomm;6.779858/51.245360;Roﬂstraﬂe 59;bakery;;;
695747220;Hair Design Coroneo;6.874305/51.165082;Hauptstraﬂe 42;hairdresser;;;
1614651992;Headlounge;6.801601/51.237394;None None;hairdresser;;;
695747260;Buchhandlung Dietsch;6.874128/51.165394;Hauptstraﬂe 47;books;;;
1614652121;Schuh & Schl¸sselservice Lindemann;6.801639/51.237435;None None;locksmith;;;
2332146639;Calumet;6.774742/51.204253;Suitbertusstraﬂe 137;photo;;;
5077373284;H. Gilles;6.781000/51.245295;Golzheimer Straﬂe 115;beverages;;;
5697104706;Kalaya Thai Massage;6.780931/51.244037;Roﬂstraﬂe 37;massage;;;
5092560469;F95 Kiosk;6.787422/51.223700;None None;kiosk;;;
1615070964;ALDI;6.831386/51.176314;Kˆlner Landstraﬂe 437-441;supermarket;;;
2332155727;ƒnderungsschneiderei;6.771635/51.204447;Suitbertusstraﬂe 91;tailor;;;
695747437;Metzgerei Becker;6.874342/51.164334;Hauptstraﬂe 30;butcher;;;
1616441420;DJs Delight;6.796755/51.223767;Erkrather Straﬂe 4;hifi;;;
5099381321;Vivobarefoot Concept Store;6.773954/51.225803;Kapuzinergasse 14;shoes;;;
5717843164;Schmitz und Deuerlein Automobile;6.833571/51.220597;Hˆherweg 311;car;;;
2336881569;Blumen Steinfort;6.818636/51.188040;Kˆlner Landstraﬂe 186;florist;;;
696714834;ZEN diamond;6.781693/51.225126;Schadowstraﬂe 11;jewelry;;;
1616629008;Tatjana Hair and Style;6.801453/51.243228;Grunerstraﬂe 43;vacant;;;
5109656386;Stadtb‰ckerei;6.833483/51.175602;None None;bakery;;;
5719701432;Fedrigoni Deutschland GmbH;6.756906/51.216211;Neuer Zollhof 1;wholesale;;;
5731315147;Autohaus Moll;6.740184/51.241914;None None;car;;;
1616629083;DEG Fan-Shop;6.801438/51.243261;Grunerstraﬂe 43;gift;;;
5109994184;Baeuty Concept;6.785491/51.222225;None None;beauty;;;
696714836;Parf¸merie Schnitzler;6.781683/51.225185;None None;perfumery;;;
2344565945;PickUp;6.773840/51.225657;Kapuzinergasse 15;clothes;;;
5731754555;Little India;6.789492/51.235985;Franklinstraﬂe 24;clothes;;;
5109994186;None;6.785817/51.222126;None None;vacant;;;
696714847;Gant;6.781697/51.225241;None None;clothes;;;
2345730892;Nespresso;6.778245/51.224928;None None;coffee;;;
1616629087;Exklusive Kleiderpflege am Zoo;6.801297/51.243321;Grunerstraﬂe 43;dry_cleaning;;;
697128827;Ernsting's Family;6.895935/51.142829;None None;clothes;;;
5109994187;Polish Pottery - Bunzlauer Keramik;6.785543/51.222210;None None;pottery;;;
1616629099;ƒnderungsschneiderei M. Alfano;6.801431/51.243290;Grunerstraﬂe 43;tailor;;;
5731878651;Stilwerk Krˆmer;6.863175/51.163710;Benrodestraﬂe 62;disused:florist;;;
2346558104;Leysieffer;6.779530/51.223624;Kˆnigsallee 44;confectionery;;;
5109994188;Coiffeur;6.785599/51.222198;None None;hairdresser;;;
5731880359;Presser¬¥s L‰dchen;6.863437/51.163708;Benrodestraﬂe 58;disused:kiosk;;;
697128829;Ryf;6.895987/51.142777;None None;hairdresser;;;
1616629275;RicciSports;6.800665/51.243414;None None;bicycle;;;
2346558140;Kashmir Store;6.788220/51.221178;Bismarckstraﬂe 77;supermarket;;;
5109994189;Reiseb¸ro Osttours;6.785682/51.222174;None None;travel_agency;;;
5738780279;VINO VERSUM;6.777302/51.238851;Kaiserswerther Straﬂe 40;alcohol;;;
697308791;None;6.866487/51.181201;Schneidem¸hler Straﬂe 15;hairdresser;;;
2356667707;Markthalle;6.781628/51.242531;Roﬂstraﬂe 6;kiosk;;;
5109994190;M¸nzen Briefmarken;6.785752/51.222150;None None;collector;;;
1616629287;Nischmann - Schloﬂ & Riegel;6.801515/51.242805;None None;security;;;
702244378;coiffeur art;6.798840/51.229855;None None;hairdresser;;;
1616629309;med. Fuﬂpflege - Manik¸re;6.801451/51.243038;None None;beauty;;;
2388864864;B‰ckerei Puppe;6.729152/51.244051;None None;bakery;;;
5139638114;Netto Marken-Discount City;6.806077/51.226835;Birkenstraﬂe 95;supermarket;;;
5738805987;Cash & Raus Filiale ‚Äì Kaiserswerther Straﬂe 33;6.777701/51.238866;Kaiserswerther Straﬂe 33;charity;;;
5140309930;Best Matratzen;6.800325/51.214740;None None;bed;;;
713104405;Tchibo;6.839165/51.201274;Gumbertstraﬂe 137;coffee;;;
1618051530;Sport Services;6.785221/51.221340;Oststraﬂe 129;sports;;;
2394324439;B‰ckerei Pass;6.806762/51.168964;None None;bakery;;;
5738816387;Chocolatier Kuhlen;6.778355/51.238393;Kaiserswerther Straﬂe 19;pastry;;;
2395068568;BOOXYCLE;6.798909/51.220538;Kˆlner Straﬂe 145;books;;;
5154660013;None;6.821382/51.255205;None None;convenience;;;
1620537070;Kiosk am Medienhafen;6.756240/51.214468;Hammer Straﬂe 36;kiosk;;;
715777787;Ditsch;6.792711/51.220475;None None;bakery;;;
5161599368;Baby Kochs;6.776866/51.223884;Breite Straﬂe 3;baby_goods;;;
5738826483;Farbbild Fasbender;6.778262/51.238451;Kaiserswerther Straﬂe 21;copyshop;;;
5161830549;Reformhaus Kaubisch;6.788816/51.228005;None None;convenience;;;
5161908141;Urban Outfitters;6.785034/51.227243;None None;clothes;;;
715777789;Kamps;6.792571/51.220544;None None;bakery;;;
1620537078;Salon Steuermann;6.760162/51.212072;Gladbacher Straﬂe 33;hairdresser;;;
2395878606;Edeka;6.763147/51.250846;Kaiserswerther Straﬂe 270;supermarket;;;
5738857538;planbar Einrichtungs GmbH;6.777046/51.239435;Kaiserswerther Straﬂe 41;furniture;;;
719071602;Blatt & Bl¸te;6.833502/51.205459;Zeppelinstraﬂe 42;florist;;;
2398708653;B‰ckerei Oebel;6.852635/51.179418;Reisholzer Bahnstraﬂe 37;bakery;;;
4269487353;Eller Supermarkt;6.841344/51.200332;None None;greengrocer;;;
4778052463;Tchibo;6.774357/51.224247;None None;coffee;;;
5161908142;Decathlon;6.785479/51.227077;None None;sports;;;
7117624596;None;6.802731/51.214960;Josefstraﬂe 13;kiosk;;;
4778416825;Windsor.;6.780199/51.226975;None None;clothes;;;
4269487354;Stylo;6.841940/51.200199;None None;clothes;;;
5173654322;Vinylwerk;6.800955/51.227191;None None;music;;;
719761831;Am Hermannplatz;6.808776/51.227663;None None;kiosk;;;
2402779461;A. Meffert;6.819129/51.187254;Kˆlner Landstraﬂe 198;tailor;;;
7117973930;Butiku Bajrami;6.805525/51.213783;Kˆlner Straﬂe 289;clothes;;;
4269487355;WET Thai-Massage;6.842126/51.200151;None None;massage;;;
4778419858;Graf von Faber-Castell;6.780328/51.226913;None None;stationery;;;
5175075082;My Fitch - Shoes & Fashion;6.800705/51.236665;Achenbachstraﬂe 131;shoes;;;
721306855;B¸cherstube Eller;6.841654/51.200461;None None;books;;;
4778424994;Hallhuber;6.780069/51.226610;Kˆnigsallee 2;clothes;;;
2402779463;None;6.819073/51.187343;Kˆlner Landstraﬂe 196;kiosk;;;
4269532963;Paris Mode;6.839327/51.201031;None None;clothes;;;
7118081327;Afro Shop;6.809085/51.211952;Heerstraﬂe 27;supermarket;;;
4778445190;R¸schenbeck;6.779793/51.226526;Kˆnigsallee 2;jewelry;;;
5175083961;ELLENBECK;6.800684/51.236365;Achenbachstraﬂe 132;clothes;;;
724213067;Rewe City;6.808194/51.230052;Ackerstraﬂe 183-185;supermarket;;;
7118236004;None;6.772701/51.221103;Bilker Straﬂe 23a;vacant;;;
729622772;Zweirad Niemeyer;6.734555/51.300365;An Sankt Swidbert 33;bicycle;;;
2402779468;Parf¸merie Platen;6.819024/51.187432;Kˆlner Landstraﬂe 194;perfumery;;;
4269532964;Pik As;6.839182/51.201051;None None;clothes;;;
4778455423;Fossil;6.781022/51.226077;None None;watches;;;
5178834122;Lindt Boutique;6.772646/51.224087;None None;chocolate;;;
7149002130;Ski+Strand-H¸tte;6.760546/51.231779;Luegallee 4;sports;;;
2403883855;Schleef Office-Line;6.781528/51.218265;Berliner Allee 69;furniture;;;
4269532967;Von der Heydt;6.839902/51.200827;None None;funeral_directors;;;
732888428;Kiosk Trinkhalle;6.810377/51.229630;Dorotheenstraﬂe 40;kiosk;;;
4778472486;Bijou Brigitte;6.780517/51.225828;Schadowplatz 13;jewelry;;;
5179022621;Raum Tapeterie;6.779396/51.210670;None None;furniture;;;
4269532968;creazioni capelli;6.839719/51.200901;None None;hairdresser;;;
7160763600;Bibliomagia;6.786069/51.214978;H¸ttenstraﬂe 57;books;;;
2416888689;Yamaha Zentrum D¸sseldorf;6.782292/51.216628;Corneliusstraﬂe 5;motorcycle;;;
4269548549;Ersˆz ƒnderungsschneiderei;6.837147/51.201552;None None;tailor;;;
2420208219;None;6.824077/51.230187;None None;kiosk;;;
5182071156;Kamps;6.785185/51.197467;Moorenstraﬂe 5;bakery;;;
736912550;Undercut;6.788246/51.225974;Oststraﬂe 37;hairdresser;;;
5188568223;Ausprobierladen - Feine Kost & Tischkultur;6.864520/51.163396;Benrodestraﬂe 49;deli;;;
4778474731;TOD'S;6.779625/51.225775;None None;shoes;;;
7160763603;Creative Haircuts;6.785737/51.215174;H¸ttenstraﬂe 55;hairdresser;;;
736912553;Orient-Teppichhaus;6.788111/51.226797;Tonhallenstraﬂe 11;carpet;;;
2427060908;AOK Rheinland/Hamburg;6.836841/51.202341;None None;health insurance fund;;;
4269548550;Geers;6.837322/51.201449;None None;hearing_aids;;;
4269548551;Kim Nails;6.837189/51.201502;None None;beauty;;;
4778479002;Wempe D¸sseldorf;6.779623/51.225729;Kˆnigsallee 14;jewelry;;;
7160770471;Al Majid;6.787273/51.214272;H¸ttenstraﬂe 71;convenience;;;
2435899280;Hinkel;6.775658/51.213774;None None;bakery;;;
5188906242;The Body Shop;6.773935/51.224729;Mittelstraﬂe 7;cosmetics;;;
4269557501;ƒnderungsschneiderei, Reinigungsannahme;6.783646/51.274626;None None;tailor;;;
736912559;Schuh- & Schl¸sseldienst;6.788069/51.226875;Tonhallenstraﬂe 10;shoe_repair;;;
2452353796;Hartmann Tresore;6.785412/51.219084;Graf-Adolf-Straﬂe 70;safe;;;
7160770472;Ifixfast phone;6.787871/51.214340;H¸ttenstraﬂe 84;electronics;;;
5189216255;Kafaii;6.788372/51.221869;Friedrich-Ebert-Straﬂe 19;copyshop;;;
736912560;ƒnderungsschneiderei;6.788088/51.226825;Tonhallenstraﬂe 11;tailor;;;
4778493259;Tissot;6.778129/51.225754;None None;watches;;;
5195809928;Terbuyken;6.819934/51.246963;Zur alten Kaserne 2;bakery;;;
7160770474;Gregor¬¥s Textilpflege;6.788783/51.213437;Kirchfeldstraﬂe 144;dry_cleaning;;;
2465145832;PicturePeople;6.776655/51.215902;Friedrichstraﬂe 57;photo;;;
4269566603;DuDaTel;6.836736/51.202040;None None;mobile_phone;;;
4779858948;Bier Paradies;6.775276/51.228669;None None;kiosk;;;
7160775396;Le Freak & Chic;6.786164/51.214945;H¸ttenstraﬂe 57;clothes;;;
4269566604;Hairdesign by Gino;6.836651/51.202132;None None;hairdresser;;;
5196345771;B¸sch;6.782665/51.245015;Golzheimer Straﬂe 129;bakery;;;
736912561;Super Cut;6.787735/51.226658;Schadowstraﬂe 93;hairdresser;;;
4779858976;None;6.774259/51.223272;None None;kiosk;;;
736912562;siebrecht;6.787859/51.227200;None None;bakery;;;
4269566605;Kuypers;6.836708/51.202086;None None;shoes;;;
2465152045;Deluxe;6.776654/51.215971;Friedrichstraﬂe 57;beauty;;;
4779858989;Form in Form;6.775539/51.215501;None None;bed;;;
5198353770;Luftebon Kindermoden;6.751214/51.230123;Dominikanerstraﬂe 11a;clothes;;;
7161294638;Oehme;6.763761/51.251313;Tersteegenstraﬂe 4;bakery;;;
761365936;None;6.833212/51.175725;Bonner Straﬂe 7;vacant;;;
2474957587;Mr. Baker;6.874733/51.161900;Heubesstraﬂe 3;bakery;;;
4269566606;Palette;6.836384/51.202532;None None;cosmetics;;;
7177174206;Broke - Bekleidungsgesch‰ft;6.793901/51.236491;Tuﬂmannstraﬂe 5;clothes;;;
4269572589;Jessi M Damenmoden;6.835483/51.203249;Ellerbittweg 9-11;clothes;;;
4779859041;Haartiste;6.775497/51.230053;None None;hairdresser;;;
4779859272;Galerie Voss;6.775415/51.229892;M¸hlengasse 3;art;;;
5202856912;Rampenlicht Style Bar;6.744208/51.232787;Theo-Champion-Straﬂe 2;hairdresser;;;
5202856913;Bulthaup;6.744467/51.232701;Theo-Champion-Straﬂe 2;kitchen;;;
7191855424;RMG Reinigungs-Manufaktur GmbH;6.724620/51.239018;Hansaallee 191/193;laundry;;;
761372629;Kik;6.834437/51.175579;Henkelstraﬂe 5;clothes;;;
2475295453;Rad Kim;6.860923/51.233698;Heyestraﬂe 12;bicycle;;;
4269690985;Linde Gastankstelle;6.817873/51.215458;Ronsdorfer Straﬂe 129;yes;;;
4779860123;Holzconnection;6.775511/51.229785;None None;furniture;;;
5202856918;Rossmann;6.744380/51.232533;Theo-Champion-Straﬂe 9c-d;chemist;;;
761373784;Zeeman;6.832609/51.175991;Bonner Straﬂe 1;department_store;;;
2478162125;Korb-Binder;6.863301/51.234893;Am Pesch 25;art;;;
4779860767;Schottm¸ller;6.775094/51.219199;None None;optician;;;
4273266427;Eller's Juwelier;6.838647/51.201150;None None;jewelry;;;
4779861107;None;6.774337/51.223334;None None;kiosk;;;
7231732747;REPEAT;6.780333/51.225520;Schadowstraﬂe 11;boutique;;;
761373876;Schatten;6.832858/51.175767;Bonner Straﬂe 3;wholesale;;;
5202859736;West Lotto;6.745037/51.232314;None None;tobacco;;;
777168651;Volkswagen Moll;6.721328/51.238226;Schiessstraﬂe 40;car;;;
2481176529;None;6.860148/51.165330;None None;car_repair;;;
4273266428;None;6.838577/51.201159;None None;newsagent;;;
4779861146;Vodafone;6.774402/51.223532;None None;mobile_phone;;;
7231732748;Pamari;6.780895/51.225340;Schadowstraﬂe 11;clothes;;;
4277743378;KUHN Masskonfektion;6.780813/51.224246;Kˆnigstraﬂe 7;clothes;;;
4779862077;None;6.774188/51.219367;None None;florist;;;
5207064820;Hˆrger‰te Aumann;6.801236/51.236490;Herderstraﬂe 59;hearing_aids;;;
777168656;Volkswagen Moll;6.721986/51.238170;Schiessstraﬂe 40;car_repair;;;
2482982406;Takko;6.813256/51.263776;None None;clothes;;;
5208161275;VIF Weinhandel;6.800112/51.237872;Rethelstraﬂe 139;wine;;;
4278022933;Warehouse One;6.855772/51.170776;N¸rnberger Straﬂe 23;sports;;;
7231732749;Konplott;6.780920/51.225386;Schadowstraﬂe 11;jewelry;;;
788677717;Theater an der Kˆ;6.781129/51.225384;Schadowstraﬂe 11;ticket;;;
4779862118;Expert Coloriste;6.774696/51.219211;None None;hairdresser;;;
2494207764;Aussar Markt;6.794768/51.216584;Ellerstraﬂe 66;supermarket;;;
4779862341;Curvesstyle;6.774198/51.219234;None None;clothes;;;
2494207770;None;6.796426/51.215875;None None;kiosk;;;
4278028128;reifen.com;6.859541/51.171007;N¸rnberger Straﬂe 35;tyres;;;
5210661641;Tuckers Hundesalon;6.800561/51.237986;Rethelstraﬂe 153;pet_grooming;;;
7231732750;Falke;6.781050/51.225361;Schadowstraﬂe 11;clothes;;;
4779863688;Get Your Look;6.775267/51.219206;None None;hairdresser;;;
788677736;dm;6.781937/51.225136;Schadowstraﬂe 11;chemist;;;
2494232291;Dark Art Tattoo;6.778479/51.212283;Talstraﬂe 79;tattoo;;;
5211766727;EuroShop;6.780449/51.239439;None None;variety_store;;;
4779863921;Jagd - Ausr¸stungen;6.774775/51.219211;None None;outdoor;hunting;;
5212219307;Lotto Fˆlbach;6.800565/51.236447;Achenbachstraﬂe 132;kiosk;;;
4294709834;Farben Peters;6.831978/51.216201;None None;doityourself;;;
4294709841;Maruyasu;6.830997/51.217742;None None;deli;;;
4779865126;Lifestyle Hair;6.775504/51.215246;None None;hairdresser;;;
7231732751;Roeckl;6.781376/51.225302;Schadowstraﬂe 11;fashion_accessories;;;
798849071;Salon Valentina;6.897407/51.150275;None None;hairdresser;;;
1570454066;Sassen;6.774063/51.223188;None None;butcher;;;
1351809849;Lampen und Leuchten;6.845236/51.167575;Bonner Straﬂe 161;department_store;;;
3265886926;Bonsai Werkstatt;6.736608/51.205633;Hammer Dorfstraﬂe 167;florist;;;
5738886673;The Bloke Custom Suits;6.776713/51.239652;Pfalzstraﬂe 2;clothes;;;
1570454067;Monkl;6.775303/51.225510;Flinger Straﬂe 54;clothes;;;
5759108448;Kiosk am Pr‰sidium;6.767237/51.214919;None None;kiosk;;;
1352890490;Pass;6.880719/51.153933;None None;bakery;;;
3265886928;Der Hofladen am Bl‰‰k;6.740957/51.208464;Hammer Dorfstraﬂe 116b;farm;;;
1352890695;Trinkhalle Bouhamed/Hermes PaketShop;6.883733/51.149809;Sodenstraﬂe 16;kiosk;;;
1570454070;Heartbreaker;6.774590/51.222974;Benrather Straﬂe 11;clothes;;;
5759933430;Bijou Brigitte;6.873900/51.162713;None None;jewelry;;;
3265886931;Frisˆrgesch‰ft Rainer Bodden;6.739970/51.207884;Hammer Dorfstraﬂe 140;hairdresser;;;
1352890701;None;6.868030/51.150304;None None;kiosk;;;
5759933431;Fielmann;6.873870/51.162762;None None;optician;;;
3265886934;Hammer Brotkorb Hinkel;6.740490/51.207871;Hammer Dorfstraﬂe 126;bakery;;;
5759933432;Spinnrad;6.873831/51.162821;None None;chemist;;;
1570454071;Hinkel;6.774066/51.223929;Mittelstraﬂe 25;bakery;;;
1352957452;Bestattungen Hˆrner;6.871183/51.148469;None None;yes;;;
5764417281;Wunderreich-Kosmetik;6.777068/51.239061;Cordobastraﬂe 15;beauty;;;
1570454072;Hitsville;6.773514/51.224388;Wallstraﬂe 21;music;;;
3265886935;None;6.740333/51.207774;Florensstraﬂe 1;convenience;;;
1352957453;Busch's;6.871134/51.148635;None None;bakery;;;
3265886936;Tillmann Sinzig;6.735410/51.203705;Auf den Steinen 7;hardware;;;
5764431168;GAYK Fashion Lounge;6.777497/51.239043;Kaiserswerther Straﬂe 37;clothes;;;
1570454079;Jack Wolfskin;6.774437/51.223910;None None;outdoor;;;
3265886943;La Biosthetique;6.740913/51.208852;Hammer Dorfstraﬂe 109;hairdresser;;;
1352957454;Elegance;6.871255/51.148689;None None;hairdresser;;;
5768956503;Cash & Raus ‚Äì Schloﬂstraﬂe 58;6.790035/51.241341;Schloﬂstraﬂe 58;charity;;;
1352957455;Heiﬂmangel Adler;6.870082/51.145696;G‰nsestraﬂe 53;dry_cleaning;;;
3265886944;Lebensmittel Annas;6.740301/51.205721;None None;convenience;;;
1570454110;Kafaii;6.772532/51.224343;Berger Straﬂe 18;copyshop;;;
1352957457;Kinderladen;6.867068/51.149021;None None;clothes;;;
3265886945;Oehme;6.740815/51.208498;Hammer Dorfstraﬂe 116;bakery;;;
5769031856;MANDALAY SHOP;6.779444/51.238927;Schwerinstraﬂe 5;clothes;;;
1570454207;Loud!;6.774598/51.222555;None None;clothes;;;
1352957483;Welt Laden;6.867130/51.148950;None None;department_store;;;
3265889246;Schnitzler's Blumen;6.742188/51.207225;Auf dem Kampe 34;florist;;;
1353584983;None;6.892666/51.154034;None None;kiosk;;;
5771802359;Lechaim D¸sseldorf;6.780142/51.244432;Roﬂstraﬂe 44;convenience;;;
1570454216;Madonna;6.774516/51.225406;Flinger Straﬂe 36;clothes;;;
5782938553;N-O-2 Fashion - Damenmode und mehr;6.779266/51.238684;Schwerinstraﬂe 6;clothes;;;
1353666915;Zimtstern;6.864895/51.146499;None None;bakery;;;
3265889248;Tabak-Bˆrse;6.740357/51.208386;Hammer Dorfstraﬂe 119;kiosk;;;
5782938554;Varia Vardar;6.779302/51.238640;Schwerinstraﬂe 6;books;;;
1353807929;Moto Rˆssig;6.835946/51.173886;Bonner Straﬂe 45;motorcycle;;;
1570454236;Mango;6.774671/51.225263;Flinger Straﬂe 27;clothes;;;
3265889251;Visage Mode & Kosmetik;6.739873/51.207906;Hammer Dorfstraﬂe 140;beauty;;;
5782952486;FASS ¬∑ BAR;6.779202/51.238764;Schwerinstraﬂe 8;deli;;;
1353807930;Salon Brigitte;6.835527/51.175456;Henkelstraﬂe 6;hairdresser;;;
1354156958;Trinkhalle - Kiosk - Stehcafe;6.822177/51.187960;None None;kiosk;;;
3265889252;g‰rtnerei tappertzhofen;6.742654/51.206423;Heinsenstraﬂe 32;florist;;;
5782981384;MANUFATTURA Keramik selbst bemalen;6.779366/51.239029;Schwerinstraﬂe 5;yes;;;
1570454375;Planet;6.774824/51.225447;Flinger Straﬂe 40;clothes;;;
5783015426;Mertens M‰nnersachen;6.778963/51.239025;Schwerinstraﬂe 14;clothes;;;
1570454915;None;6.772551/51.224259;Berger Straﬂe 22;shoes;;;
1354165931;Auszeit;6.816212/51.190236;None None;beauty;;;
3267759844;Andrea Rieder Hairdesign;6.770004/51.205007;Suitbertusstraﬂe 52;hairdresser;;;
3268021843;None;6.781860/51.236031;Duisburger Straﬂe 24;vacant;;;
5783035265;TEE PAHLEVAN;6.778825/51.239191;Schwerinstraﬂe 18;tea;;;
1354165933;Brillen Mucha;6.814690/51.190697;None None;optician;;;
1570455233;Gina Tricot;6.775085/51.225481;Flinger Straﬂe 50;clothes;;;
1354165935;Binn Sanit‰tshaus;6.816278/51.190158;None None;medical_supply;;;
1354165950;Marrokanische Kleider;6.814654/51.190781;None None;clothes;;;
5784973429;Beauty Salon Grace;6.777860/51.238734;Kaiserswerther Straﬂe 33;beauty;;;
1570455235;Schenkenbach;6.773802/51.225005;Mittelstraﬂe 1;clothes;;;
3279386919;Handy-Doctor;6.769165/51.210975;Bilker Allee 70;mobile_phone;;;
1570455236;Schinken Toni;6.774074/51.223673;None None;butcher;;;
3279389909;Steinway-Haus Heinersdorff;6.768989/51.211525;Kronprinzenstraﬂe 97;musical_instrument;;;
1354165953;Penny;6.815235/51.191039;None None;supermarket;;;
5785000767;Coiffeur Eschengerd;6.778502/51.237948;Kaiserswerther Straﬂe 20;hairdresser;;;
1570455239;Sidestep;6.775451/51.225358;Kasernenstraﬂe 1b;shoes;;;
3281802029;GameStop;6.776088/51.225807;Neustraﬂe 55;video_games;;;
1354165961;Oebel;6.815305/51.191050;None None;bakery;;;
5785034351;Friseursalon B. Rath;6.779032/51.238940;Schwerinstraﬂe 14;hairdresser;;;
1354165962;None;6.818067/51.189254;None None;kiosk;;;
3281892306;Trinkgut;6.765998/51.205264;Fleher Straﬂe 32;beverages;;;
5785062278;BildSchˆn;6.775729/51.240467;Klever Straﬂe 32;clothes;;;
1354165965;Schuh Kˆnig;6.817866/51.189267;None None;shoes;;;
1570455240;Office;6.774945/51.225463;Flinger Straﬂe 50;shoes;;;
3296486064;Edeka Paschmann;6.773510/51.203006;Suitbertusstraﬂe 127;supermarket;;;
3296486065;Megazoo D¸sseldorf;6.774393/51.203474;Suitbertusstraﬂe 137;pet;;;
5785103441;Reiseb¸ro Kippels;6.781181/51.243745;Roﬂstraﬂe 31;travel_agency;;;
1570455244;None;6.772111/51.223151;None None;vacant;;;
1354607395;Kamps;6.816226/51.190911;None None;bakery;;;
5792265414;Stockumer Fr¸chtchen;6.755064/51.259739;Kaiserswerther Straﬂe 411;greengrocer;;;
465624554;Blumen Risse;6.800764/51.238337;Rethelstraﬂe 157;florist;;;
3572462103;Neves Fashion;6.782792/51.248283;Ulmenstraﬂe 98;clothes;;;
2494236964;Limon;6.774445/51.212501;Kirchfeldstraﬂe 46;kiosk;;;
4294709867;Schrauben Lamp;6.832951/51.217814;None None;hardware;;;
7231732752;Bree;6.781552/51.225275;Schadowstraﬂe 11;bag;;;
465624555;1970 Blumen Kr‰ntzer;6.799963/51.238524;Rethelstraﬂe 150;florist;;;
3572470344;Ulmen - Kiosk und Stehcafe;6.783422/51.248052;Ulmenstraﬂe 63;kiosk;;;
2526402393;B‰ckerei H¸nemeyer;6.781936/51.273711;None None;bakery;;;
4294709870;Tractor Schrauben GmbH;6.833623/51.217750;None None;hardware;;;
4301203875;Reitanlage Bergerhof Richter;6.723655/51.281299;None None;sports;;;
7231732753;Picture People;6.781942/51.225217;Schadowstraﬂe 11;photo;;;
465624562;Jacques' Wein-Depot;6.800570/51.237905;Rethelstraﬂe 153;wine;;;
2528459423;None;6.862487/51.162345;Benrather Schloﬂallee 61;carpet;;;
3572526672;D¸sseldorfer Senfladen;6.772366/51.224171;Berger Straﬂe 29;convenience;;;
4304715198;VIP Schˆnheitssalon;6.832039/51.207019;None None;hairdresser;;;
7231732755;Dornrˆschen;6.781696/51.225070;Schadowstraﬂe 11;interior_decoration;;;
2528460713;Hair-Tec;6.871570/51.163618;Bˆrchemstraﬂe 4;hairdresser;;;
3572526673;Kamps;6.772532/51.223997;None None;bakery;;;
4306324493;Antique;6.786295/51.222240;None None;books;;;
7231732757;Paula Professional Kosmetik;6.781662/51.225200;Schadowstraﬂe 11;beauty;;;
465693938;Oehme;6.801190/51.238646;Rethelstraﬂe 168;bakery;;;
2528892718;Autozentrum Josten e.K.;6.783636/51.215418;Herzogstraﬂe 75;car;;;
4311420003;ƒnderungsschneiderei Yildiz;6.839096/51.201068;None None;tailor;;;
3572552794;Salon Roman;6.783229/51.247716;Ulmenstraﬂe 84;hairdresser;;;
3578027596;Fahrrad Wedel;6.782545/51.240000;Bl¸cherstraﬂe 9;bicycle;;;
7231732758;Image Hair Group;6.781641/51.225203;Schadowstraﬂe 11;hairdresser;;;
465709279;Kiosk;6.797991/51.237096;Rethelstraﬂe 100;kiosk;;;
2530976147;SuperBioMarkt;6.780286/51.239288;Nordstraﬂe 82;supermarket;;;
4314020267;Thedens;6.812665/51.217777;Pinienstraﬂe 21;car_repair;;;
2538538229;Blumen Isensee;6.874348/51.164382;Hauptstraﬂe 28;florist;;;
466142740;Bolland & Bˆttcher;6.798651/51.237231;Rethelstraﬂe 121;books;;;
3578532530;Eisen Weber;6.782102/51.241354;Collenbachstraﬂe 5;hardware;;;
4317674281;Alice im Blumenland;6.778174/51.208792;None None;florist;;;
7231732759;Oui;6.781633/51.225373;Schadowstraﬂe 11;clothes;;;
3578532533;None;6.782151/51.241517;None None;dry_cleaning;;;
2541699797;Stadtb‰cker;6.806042/51.213695;Kˆlner Straﬂe 254;bakery;;;
